"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"LORL","Loral Space and Communications, Inc.","67.02","2072250692.7","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lorl",
"LXFT","Luxoft Holding, Inc.","54.47","1789412762.15","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/lxft",
"MTSI","M/A-COM Technology Solutions Holdings, Inc.","39.57","2082884829.03","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MGIC","Magic Software Enterprises Ltd.","6.66","294200285.22","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"MX","MagnaChip Semiconductor Corporation","7.18","244525440.24","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/mx",
"MNGA","MagneGas Corporation","1.26","47267808.84","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"COOL","Majesco Entertainment Company","1.36","9646140","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"MAMS","MAM Software Group, Inc.","5.65","80731985.55","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","54.87","4048464979.5","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"MNTX","Manitex International, Inc.","8.13","130192559.85","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MAN","ManpowerGroup","85.73","6706151578.62","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/man",
"MRIN","Marin Software Incorporated","6.11","221054728.7","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/mrin",
"MKTO","Marketo, Inc.","29.82","1259587436.52","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mkto",
"MRVL","Marvell Technology Group Ltd.","14.01","7263445734.33","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MTLS","Materialise NV","8.42","104531504.56","12414668","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtls",
"MTSN","Mattson Technology, Inc.","3.85","288235801.7","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mtsn",
"MXIM","Maxim Integrated Products, Inc.","34","9656024548","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MXL","MaxLinear, Inc","10.11","387567486.93","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxl",
"MGRC","McGrath RentCorp","30.55","798853538.6","n/a","1984","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","20.91","1042431812.97","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MDAS","MedAssets, Inc.","21.17","1277920699","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdas",
"MTBC","Medical Transcription Billing, Corp.","2.08","22899766.24","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbc",
"MDSO","Medidata Solutions, Inc.","55.9","3089967306.4","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MLNX","Mellanox Technologies, Ltd.","49.59","2276936999.55","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mlnx",
"MENT","Mentor Graphics Corporation","26.53","3080909188.21","n/a","1984","Technology","EDP Services","http://www.nasdaq.com/symbol/ment",
"MRGE","Merge Healthcare Incorporated.","4.5","443947531.5","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/mrge",
"MERU","Meru Networks, Inc.","1.61","39097769.69","n/a","2010","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/meru",
"MCRL","Micrel, Incorporated","13.94","792703229.92","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/mcrl",
"MCHP","Microchip Technology Incorporated","48.285","9769176919.125","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","27.79","30056004047.72","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mu",
"MSCC","Microsemi Corporation","36.08","3433967975.68","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mscc",
"MSFT","Microsoft Corporation","46.92","379562871996.84","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","175.88","1992023387.56","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mstr",
"MM","Millennial Media, Inc.","1.69","236698280.26","n/a","2012","Technology","Advertising","http://www.nasdaq.com/symbol/mm",
"MNDO","MIND C.T.I. Ltd.","2.6","49904186.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mndo",
"MIND","Mitcham Industries, Inc.","4.25","51357238","n/a","1994","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mind",
"MITK","Mitek Systems, Inc.","3.61","110932733.29","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","9.31","1117250944.32","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/mitl",
"MIXT","MiX Telematics Limited","7.62","241657022.4","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mixt",
"MOBL","MobileIron, Inc.","6.04","471070985.4","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobl",
"MBLY","Mobileye N.V.","46.12","9993990141.56","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mbly",
"MODN","Model N, Inc.","11.54","302901446.86","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/modn",
"MDSY","ModSys International Ltd.","2.12","37942377.76","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdsy",
"MOKO","Moko Social Media Ltd.","4.2","1330463.4","316777","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/moko",
"MOMO","Momo Inc.","17.05","313720000","18400000","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/momo",
"MPWR","Monolithic Power Systems, Inc.","54.38","2149624542.2","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","25.4","1016900912.6","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/type",
"MWW","Monster Worldwide, Inc.","6.26","569677020.94","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/mww",
"MOG/A","Moog Inc.","69.17","0","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mog/a",
"MOSY","MoSys, Inc.","2.16","139644211.68","n/a","2001","Technology","Semiconductors","http://www.nasdaq.com/symbol/mosy",
"MSI","Motorola Solutions, Inc.","59.19","12485680004.91","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/msi",
"MRVC","MRV Communications, Inc.","9.57","66752376.9","n/a","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvc",
"MFLX","Multi-Fineline Electronix, Inc.","25.39","618146209.5","n/a","2004","Technology","Electrical Products","http://www.nasdaq.com/symbol/mflx",
"NATI","National Instruments Corporation","30.08","3854798654.08","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nati",
"NCIT","NCI, Inc.","10.47","136354537.32","n/a","2005","Technology","EDP Services","http://www.nasdaq.com/symbol/ncit",
"NEFF","Neff Corporation","10.24","260380825.6","n/a","2014","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/neff",
"NPTN","NeoPhotonics Corporation","8.97","348677740.71","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/nptn",
"NETE","Net Element, Inc.","0.58","26788437.96","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","33.335","10392450129.86","n/a","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/ntap",
"NLST","Netlist, Inc.","0.55","27694899.65","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/nlst",
"NTCT","NetScout Systems, Inc.","39.33","1603158801.57","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","5.54","56582424.36","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntwk",
"N","Netsuite Inc","92.2","7153536152","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n",
"NTIP","Network-1 Technologies, Inc.","2.25","52739291.25","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntip",
"NEWR","New Relic, Inc.","31.93","1507800024.57","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/newr",
"NICE","NICE-Systems Limited","63.3","2388269500.8","37729376","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/nice",
"NMBL","Nimble Storage, Inc.","25.89","2016154986.21","n/a","2013","Technology","Electronic Components","http://www.nasdaq.com/symbol/nmbl",
"NOK","Nokia Corporation","7.33","26961070739.51","n/a","1994","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/nok",
"NQ","NQ Mobile Inc.","4.54","393488587.3","n/a","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nq",
"DCM","NTT DOCOMO, Inc","18.79","73872582574.95","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dcm",
"NUAN","Nuance Communications, Inc.","16.78","5266042733.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nuan",
"NVEC","NVE Corporation","71.65","348072332.45","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","21.935","11801030000","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/nvda",
"NXPI","NXP Semiconductors N.V.","110.63","25832768780","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/nxpi",
"OIIM","O2Micro International Limited","2.22","73725072.24","33209492","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/oiim",
"OCLR","Oclaro, Inc.","2.63","288782458.08","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/oclr",
"OMCL","Omnicell, Inc.","36.85","1335699886.4","n/a","2001","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/omcl",
"OMC","Omnicom Group Inc.","74.61","18228128392.35","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/omc",
"OVTI","OmniVision Technologies, Inc.","26.61","1546211862.81","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ovti",
"ASGN","On Assignment, Inc.","37.94","1962470478.08","n/a","1992","Technology","Professional Services","http://www.nasdaq.com/symbol/asgn",
"ON","ON Semiconductor Corporation","12.98","5571119307.82","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","1.45","59185959.35","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/otiv",
"OTEX","Open Text Corporation","42.33","5173758259.38","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/otex",
"OPWR","Opower, Inc.","11.82","602962360.08","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/opwr",
"ORCL","Oracle Corporation","43.7","190840959000","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/orcl",
"OSIS","OSI Systems, Inc.","72.69","1439978941.47","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/osis",
"PFIN","P & F Industries, Inc.","8.8","31766856","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PANW","Palo Alto Networks, Inc.","168.5","14096684051","n/a","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw",
"PCYG","Park City Group, Inc.","12.22","219918671.96","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pcyg",
"PKE","Park Electrochemical Corporation","21.35","435266058.15","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/pke",
"PRKR","ParkerVision, Inc.","0.374","36516462.4","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/prkr",
"PAYC","Paycom Software, Inc.","35.38","2065165272.4","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/payc",
"PCTY","Paylocity Holding Corporation","32.46","1643273250.06","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/pcty",
"PCTI","PC-Tel, Inc.","7.38","137105366.94","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pcti",
"PDFS","PDF Solutions, Inc.","16.4","515886337.6","n/a","2001","Technology","EDP Services","http://www.nasdaq.com/symbol/pdfs",
"PEGA","Pegasystems Inc.","21.83","1670949080.15","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/pega",
"PNR","Pentair plc.","63.86","11471731916.06","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pnr",
"PRFT","Perficient, Inc.","19.03","674317031.63","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/prft",
"PSEM","Pericom Semiconductor Corporation","12.75","285357750","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/psem",
"PERI","Perion Network Ltd","3.38","239790916.04","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/peri",
"PLAB","Photronics, Inc.","9.96","661794391.2","n/a","1987","Technology","Semiconductors","http://www.nasdaq.com/symbol/plab",
"PXLW","Pixelworks, Inc.","5.51","129228476.44","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/pxlw",
"PLXS","Plexus Corp.","45.75","1537421155.5","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/plxs",
"PMCS","PMC - Sierra, Inc.","8.96","1773110814.72","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/pmcs",
"PNTR","Pointer Telocation Ltd.","8.29","63738195.56","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pntr",
"POWI","Power Integrations, Inc.","50.14","1475570711.82","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/powi",
"PKT","Procera Networks, Inc.","11.48","238650659.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pkt",
"IPDN","Professional Diversity Network, Inc.","2.28","33283604.16","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PRGS","Progress Software Corporation","26.57","1344337075.07","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","58.91","2322303422.19","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PRO","PROS Holdings, Inc.","20.16","595127957.76","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/pro",
"PTC","PTC Inc.","41.77","4802992119.88","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ptc",
"QTWO","Q2 Holdings, Inc.","24.55","912985162.75","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qtwo",
"QADA","QAD Inc.","24.7","458669712.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","20.235","375756341.64","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QIHU","Qihoo 360 Technology Co. Ltd.","54.38","7011986683.6","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/qihu",
"QLIK","Qlik Technologies Inc.","36.28","3313555290.08","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlik",
"QLGC","QLogic Corporation","15.61","1362112990","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/qlgc",
"QRVO","Qorvo, Inc.","80.86","12083218846.92","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","69.35","113010618263.95","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","15.96","962430980.28","n/a","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","1.2428","15228173.8076","n/a","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","39.81","1351781552.49","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QTM","Quantum Corporation","2","512776894","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/qtm",
"QRHC","Quest Resource Holding Corporation.","1.08","120590428.32","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","1.51","84877308.38","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QUMU","Qumu Corporation","7.25","66314010","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"RAX","Rackspace Hosting, Inc","39.7","5669889169.9","n/a","2008","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rax",
"RDCM","Radcom Ltd.","10.72","90854755.04","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","2.85","104657343.75","n/a","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RALY","Rally Software Development Corp.","19.45","498760901.3","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/raly",
"RMBS","Rambus, Inc.","15.29","1764755730.21","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RCMT","RCM Technologies, Inc.","5.73","72837811.8","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RLOC","ReachLocal, Inc.","2.86","83888593.36","n/a","2010","Technology","Advertising","http://www.nasdaq.com/symbol/rloc",
"RLD","RealD Inc","12.48","628513167.36","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rld",
"RNWK","RealNetworks, Inc.","5.46","460047183.96","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","17.75","1412298221.75","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"RHT","Red Hat, Inc.","77.51","14209028561.5","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RWC","RELM Wireless Corporation","5.55","76011468","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"SOL","Renesola Ltd.","1.37","139587562.84","n/a","2008","Technology","Semiconductors","http://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","4.2","1435601189.4","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/renn",
"RCII","Rent-A-Center Inc.","30.54","1619467454.46","n/a","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RESN","Resonant Inc.","4.29","30720128.01","n/a","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"RXN","Rexnord Corporation","25.72","2618729562.04","n/a","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RNG","Ringcentral, Inc.","17.35","1198350082.15","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/rng",
"RHI","Robert Half International Inc.","56.89","7684455719.65","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"FUEL","Rocket Fuel Inc.","8.17","344652438.57","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"RST","Rosetta Stone","8.7","188012124.3","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"RBCN","Rubicon Technology, Inc.","2.84","74401874.12","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"RKUS","Ruckus Wireless, Inc.","10.87","940937212.07","n/a","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rkus",
"SABR","Sabre Corporation","26.05","7074010797.85","n/a","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sabr",
"CRM","Salesforce.com Inc","72.9","47822400000","n/a","2004","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/crm",
"SNDK","SanDisk Corporation","67.07","13945140676.93","n/a","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/sndk",
"SANM","Sanmina Corporation","21.47","1773973177.84","n/a","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm",
"SAP","SAP SE","74.68","89259730098.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","9.36","448383293.28","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"SCSC","ScanSource, Inc.","39.04","1117320817.92","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","52.79","2430388727.11","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","15.96","1369738064.52","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SQI","SciQuest, Inc.","15.21","419626682.28","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sqi",
"SEAC","SeaChange International, Inc.","7.07","235428009.39","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"STX","Seagate Technology.","55.29","17548024848.99","n/a","2002","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SLTC","Selectica, Inc.","6.8401","54446081.0637","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sltc",
"SMI","Semiconductor  Manufacturing International Corporation","5.64","4052892973.8","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/smi",
"LEDS","SemiLEDS Corporation","0.8","22762394.4","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","21.38","1419401694.64","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc",
"SQNS","Sequans Communications S.A.","2.01","118880929.41","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"NOW","ServiceNow, Inc.","75.38","11593444000","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/now",
"SGOC","SGOCO Group, Ltd","0.7","12190402.7","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SHOP","Shopify Inc.","26.95","238642250","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","62.9","2255785027.3","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/sstk",
"SWIR","Sierra Wireless, Inc.","29.95","962424800.8","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.392","34935406.8","25097275","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify",
"SIGM","Sigma Designs, Inc.","8.7","307957380","n/a","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm",
"SGMA","SigmaTron International, Inc.","8.78","35635710.86","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SILC","Silicom Ltd","35.97","261656858.76","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc",
"SGI","Silicon Graphics International Corp","6.75","234978786","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sgi",
"SLAB","Silicon Laboratories, Inc.","55.31","2362323341.31","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","34.9","1179700584.1","33802309","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SPIL","Siliconware Precision Industries Company, Ltd.","7.89","455877659.19","57779171","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil",
"SSNI","Silver Spring Networks, Inc.","13.52","671962157.36","n/a","2013","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ssni",
"SLP","Simulations Plus, Inc.","5.84","98416363.28","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","50.61","3038342401.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"MOBI","Sky-mobi Limited","4.32","56107892.16","12987938","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi",
"SWKS","Skyworks Solutions, Inc.","108.12","20661560521.68","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"SMT","SMART Technologies Inc.","1.02","124634731.26","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/smt",
"SMSI","Smith Micro Software, Inc.","1.21","56011233.96","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","1.7101","28075183.6876","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"SMTP","SMTP, Inc.","6.2","33868405.2","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/smtp",
"SOHU","Sohu.com Inc.","66.94","2582307362.18","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SEDG","SolarEdge Technologies, Inc.","37.45","1465717313.55","n/a","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/sedg",
"SWI","Solarwinds, Inc.","48.64","3715514800.64","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/swi",
"SLH","Solera Holdings, Inc.","48.88","3280779555.04","n/a","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/slh",
"SOFO","Sonic Foundry, Inc.","7.08","30836607.24","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SONS","Sonus Networks, Inc.","7.77","384181123.2","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons",
"SFUN","SouFun Holdings Limited","7.82","3238016999.4","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/sfun",
"SPA","Sparton Corporation","26.44","262029283.84","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/spa",
